year,map_vintage,state,state_code,district,district_note,at_large,counties_whole,counties_partial,counties_whole_list,counties_partial_list,matched_counties,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,votes_from_partial_pct,lean_pres_pct,lean_house_pct,lean_senate_pct,lean_statewide_pct,weight_pres,weight_house,weight_senate,weight_statewide,sources_used
2008,2000s,Alaska,AK,AK-AL,,True,0,0,,,0,0,0,0,0,,,53.72,-3.94,R+3.9,,,-5.87,-2.01,,0.0,0.5,0.5,0.0,house+senate
2008,2000s,Alabama,AL,AL-01,,False,5,1,Baldwin County; Escambia County; Mobile County; Monroe County; Washington County,Clarke County,6,116941,183167,2186,302294,38.97,61.03,53.72,-15.21,R+15.2,1.6,-14.76,,-16.1,,0.667,0.0,0.333,0.0,pres+senate
2008,2000s,Alabama,AL,AL-02,,False,15,1,Autauga County; Barbour County; Bullock County; Butler County; Coffee County; Conecuh County; Covington County; Crenshaw County; Dale County; Elmore County; Geneva County; Henry County; Houston County; Lowndes County; Pike County,Montgomery County,16,88633,167603,1583,257820,34.59,65.41,53.72,-14.3,R+14.3,8.3,-19.13,-2.84,-16.1,,0.5,0.25,0.25,0.0,pres+house+senate
2008,2000s,Alabama,AL,AL-03,,False,11,2,Calhoun County; Chambers County; Cherokee County; Clay County; Cleburne County; Lee County; Macon County; Randolph County; Russell County; Talladega County; Tallapoosa County,Coosa County; Montgomery County,13,143086,175955,2776,321816,44.85,55.15,53.72,-10.28,R+10.3,26.9,-8.88,-7.27,-16.1,,0.5,0.25,0.25,0.0,pres+house+senate
2008,2000s,Alabama,AL,AL-04,,False,11,3,Blount County; Cullman County; DeKalb County; Etowah County; Fayette County; Franklin County; Lamar County; Marion County; Marshall County; Walker County; Winston County,Morgan County; Pickens County; St. Clair County,14,69925,220171,4174,294270,24.1,75.9,53.72,-25.84,R+25.8,18.7,-29.62,-28.02,-16.1,,0.5,0.25,0.25,0.0,pres+house+senate
2008,2000s,Alabama,AL,AL-05,,False,6,1,Colbert County; Jackson County; Lauderdale County; Lawrence County; Limestone County; Madison County,Morgan County,7,110154,177736,4086,291976,38.26,61.74,53.72,-12.09,R+12.1,2.4,-15.46,-1.35,-16.1,,0.5,0.25,0.25,0.0,pres+house+senate
2008,2000s,Alabama,AL,AL-06,,False,3,4,Bibb County; Chilton County; Shelby County,Coosa County; Jefferson County; St. Clair County; Tuscaloosa County,7,180040,256091,3834,439964,41.28,58.72,53.72,-13.66,R+13.7,73.4,-12.44,,-16.1,,0.667,0.0,0.333,0.0,pres+senate
2008,2000s,Alabama,AL,AL-07,,False,8,4,Choctaw County; Dallas County; Greene County; Hale County; Marengo County; Perry County; Sumter County; Wilcox County,Clarke County; Jefferson County; Pickens County; Tuscaloosa County,12,104701,85823,1155,191679,54.95,45.05,53.72,-4.55,R+4.5,61.7,1.23,,-16.1,,0.667,0.0,0.333,0.0,pres+senate
2008,2000s,Arkansas,AR,AR-01,,False,26,0,Arkansas County; Baxter County; Clay County; Cleburne County; Craighead County; Crittenden County; Cross County; Fulton County; Greene County; Independence County; Izard County; Jackson County; Lawrence County; Lee County; Lonoke County; Mississippi County; Monroe County; Phillips County; Poinsett County; Prairie County; Randolph County; St. Francis County; Searcy County; Sharp County; Stone County; Woodruff County,,26,95102,145340,7185,247627,39.55,60.45,53.72,-14.17,R+14.2,0.0,-14.17,,,,1.0,0.0,0.0,0.0,pres
2008,2000s,Arkansas,AR,AR-02,,False,8,0,Conway County; Faulkner County; Perry County; Pulaski County; Saline County; Van Buren County; White County; Yell County,,8,131891,161540,5855,299286,44.95,55.05,53.72,-8.78,R+8.8,0.0,-8.78,,,,1.0,0.0,0.0,0.0,pres
