year,map_vintage,state,state_code,district,district_note,at_large,counties_whole,counties_partial,counties_whole_list,counties_partial_list,matched_counties,d_votes,r_votes,other_votes,total_votes,d_share_two_party_pct,r_share_two_party_pct,national_d_share_two_party_pct,lean_pct,lean_label,votes_from_partial_pct,lean_pres_pct,lean_house_pct,lean_senate_pct,lean_statewide_pct,weight_pres,weight_house,weight_senate,weight_statewide,sources_used
2004,2000s,Alaska,AK,AK-AL,,True,0,0,,,0,0,0,0,0,,,48.79,-14.69,R+14.7,,,-25.58,-3.79,,0.0,0.5,0.5,0.0,house+senate
2004,2000s,Alabama,AL,AL-01,,False,5,1,Baldwin County; Escambia County; Mobile County; Monroe County; Washington County,Clarke County,6,91594,166771,1935,260300,35.45,64.55,48.79,-14.8,R+14.8,1.5,-13.33,-12.73,-19.8,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Alabama,AL,AL-02,,False,15,1,Autauga County; Barbour County; Bullock County; Butler County; Coffee County; Conecuh County; Covington County; Crenshaw County; Dale County; Elmore County; Geneva County; Henry County; Houston County; Lowndes County; Pike County,Montgomery County,16,70977,152793,1171,224941,31.72,68.28,48.79,-18.75,R+18.8,8.1,-17.07,-21.07,-19.8,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Alabama,AL,AL-03,,False,11,2,Calhoun County; Chambers County; Cherokee County; Clay County; Cleburne County; Lee County; Macon County; Randolph County; Russell County; Talladega County; Tallapoosa County,Coosa County; Montgomery County,13,115917,163839,1837,281593,41.43,58.57,48.79,-11.32,R+11.3,26.4,-7.35,-10.77,-19.8,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Alabama,AL,AL-04,,False,11,3,Blount County; Cullman County; DeKalb County; Etowah County; Fayette County; Franklin County; Lamar County; Marion County; Marshall County; Walker County; Winston County,Morgan County; Pickens County; St. Clair County,14,82014,200246,2181,284441,29.06,70.94,48.79,-21.25,R+21.3,17.8,-19.73,-25.76,-19.8,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Alabama,AL,AL-05,,False,6,1,Colbert County; Jackson County; Lauderdale County; Lawrence County; Limestone County; Madison County,Morgan County,7,103750,156002,2280,262033,39.94,60.06,48.79,-3.48,R+3.5,2.5,-8.84,23.55,-19.8,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Alabama,AL,AL-06,,False,3,4,Bibb County; Chilton County; Shelby County,Coosa County; Jefferson County; St. Clair County; Tuscaloosa County,7,143710,250169,2776,396654,36.49,63.51,48.79,-14.8,R+14.8,74.0,-12.3,,-19.8,,0.667,0.0,0.333,0.0,pres+senate
2004,2000s,Alabama,AL,AL-07,,False,8,4,Choctaw County; Dallas County; Greene County; Hale County; Marengo County; Perry County; Sumter County; Wilcox County,Clarke County; Jefferson County; Pickens County; Tuscaloosa County,12,85971,86574,942,173487,49.83,50.17,48.79,1.95,D+1.9,61.7,1.04,25.5,-19.8,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Arkansas,AR,AR-01,,False,26,0,Arkansas County; Baxter County; Clay County; Cleburne County; Craighead County; Crittenden County; Cross County; Fulton County; Greene County; Independence County; Izard County; Jackson County; Lawrence County; Lee County; Lonoke County; Mississippi County; Monroe County; Phillips County; Poinsett County; Prairie County; Randolph County; St. Francis County; Searcy County; Sharp County; Stone County; Woodruff County,,26,115994,127179,3020,246193,47.7,52.3,48.79,4.65,D+4.7,0.0,-1.09,17.06,3.73,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Arkansas,AR,AR-02,,False,8,0,Conway County; Faulkner County; Perry County; Pulaski County; Saline County; Van Buren County; White County; Yell County,,8,134478,145392,2785,282655,48.05,51.95,48.79,2.73,D+2.7,0.0,-0.74,8.66,3.73,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Arkansas,AR,AR-03,,False,12,0,Benton County; Boone County; Carroll County; Crawford County; Franklin County; Johnson County; Madison County; Marion County; Newton County; Pope County; Sebastian County; Washington County,,12,100656,171853,3449,275958,36.94,63.06,48.79,-7.6,R+7.6,0.0,-11.85,-10.42,3.73,,0.5,0.25,0.25,0.0,pres+house+senate
2004,2000s,Arkansas,AR,AR-04,,False,29,0,Ashley County; Bradley County; Calhoun County; Chicot County; Clark County; Cleveland County; Columbia County; Dallas County; Desha County; Drew County; Garland County; Grant County; Hempstead County; Hot Spring County; Howard County; Jefferson County; Lafayette County; Lincoln County; Little River County; Logan County; Miller County; Montgomery County; Nevada County; Ouachita County; Pike County; Polk County; Scott County; Sevier County; Union County,,29,118825,128474,2840,250139,48.05,51.95,48.79,0.75,D+0.8,0.0,-0.74,,3.73,,0.667,0.0,0.333,0.0,pres+senate
2004,2000s,Arizona,AZ,AZ-01,,False,5,3,Apache County; Gila County; Graham County; Greenlee County; Yavapai County,Coconino County; Navajo County; Pinal County,8,117770,142834,2502,263106,45.19,54.81,48.79,-11.51,R+11.5,44.3,-3.59,-11.32,-31.0,-8.04,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,Arizona,AZ,AZ-02,,False,1,4,Mohave County,Coconino County; La Paz County; Maricopa County; Navajo County,5,157803,218916,3518,380236,41.89,58.11,48.79,-12.6,R+12.6,84.8,-6.9,-10.15,-31.0,-8.04,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,Arizona,AZ,AZ-03,,False,0,1,,Maricopa County,1,32815,44165,693,77672,42.63,57.37,48.79,-12.84,R+12.8,100.0,-6.16,,-31.0,-8.04,0.5,0.0,0.25,0.25,pres+senate+statewide
2004,2000s,Arizona,AZ,AZ-04,,False,0,1,,Maricopa County,1,11107,14948,234,26289,42.63,57.37,48.79,-5.54,R+5.5,100.0,-6.16,23.66,-31.0,-8.04,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,Arizona,AZ,AZ-05,,False,0,1,,Maricopa County,1,77747,104636,1641,184024,42.63,57.37,48.79,-12.36,R+12.4,100.0,-6.16,-10.44,-31.0,-8.04,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,Arizona,AZ,AZ-06,,False,0,2,,Maricopa County; Pinal County,2,19278,25971,391,45640,42.6,57.4,48.79,-12.85,R+12.9,100.0,-6.18,,-31.0,-8.04,0.5,0.0,0.25,0.25,pres+senate+statewide
2004,2000s,Arizona,AZ,AZ-07,,False,1,5,Yuma County,La Paz County; Maricopa County; Pima County; Pinal County; Santa Cruz County,6,412119,485163,7985,905267,45.93,54.07,48.79,-5.9,R+5.9,95.7,-2.86,15.26,-31.0,-8.04,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,Arizona,AZ,AZ-08,,False,1,2,Cochise County,Pima County; Santa Cruz County,3,64886,67662,1321,133868,48.95,51.05,48.79,-10.15,R+10.2,66.7,0.17,-12.05,-31.0,-8.04,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-01,,False,5,2,Del Norte County; Humboldt County; Lake County; Mendocino County; Napa County,Sonoma County; Yolo County,7,176133,109745,6670,292547,61.61,38.39,48.79,11.24,D+11.2,33.3,12.83,20.77,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-02,,False,8,2,Colusa County; Glenn County; Shasta County; Siskiyou County; Sutter County; Tehama County; Trinity County; Yuba County,Butte County; Yolo County,10,119914,182632,5170,307717,39.63,60.37,48.79,-4.98,R+5.0,37.5,-9.15,-16.39,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-03,,False,3,2,Alpine County; Amador County; Calaveras County,Sacramento County; Solano County,5,224636,225376,5518,455530,49.92,50.08,48.79,-0.3,R+0.3,91.0,1.13,-13.53,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-04,,False,7,1,El Dorado County; Lassen County; Modoc County; Nevada County; Placer County; Plumas County; Sierra County,Butte County,8,130838,208983,4817,344637,38.5,61.5,48.79,-5.14,R+5.1,6.4,-10.28,-14.94,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-05,,False,0,1,,Sacramento County,1,36557,36384,876,73817,50.12,49.88,48.79,7.66,D+7.7,100.0,1.33,25.83,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-06,,False,1,2,Marin County,San Francisco County; Sonoma County,3,210124,83411,4989,298524,71.58,28.42,48.79,15.7,D+15.7,54.7,22.8,23.11,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-07,,False,0,2,,Contra Costa County; Solano County,2,73538,45899,1415,120852,61.57,38.43,48.79,12.38,D+12.4,100.0,12.79,26.55,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-08,,False,0,1,,San Francisco County,1,217237,39788,4639,261664,84.52,15.48,48.79,23.91,D+23.9,100.0,35.73,38.28,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-09,,False,0,1,,Alameda County,1,75643,23433,1538,100614,76.35,23.65,48.79,20.54,D+20.5,100.0,27.56,37.79,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-10,,False,0,4,,Alameda County; Contra Costa County; Sacramento County; Solano County,4,296855,166373,5954,469182,64.08,35.92,48.79,11.31,D+11.3,100.0,15.3,16.17,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-11,,False,0,4,,Alameda County; Contra Costa County; San Joaquin County; Santa Clara County,4,451981,262825,9652,724458,63.23,36.77,48.79,5.58,D+5.6,100.0,14.45,-10.77,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
2004,2000s,California,CA,CA-12,,False,0,2,,San Francisco County; San Mateo County,2,118429,32704,2387,153521,78.36,21.64,48.79,19.19,D+19.2,100.0,29.58,27.03,8.24,1.55,0.4,0.2,0.2,0.2,pres+house+senate+statewide
